Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Morocco,MAR,2020,Agricultural land (sq. km),AG.LND.AGRI.K2,303820
Morocco,MAR,2019,Agricultural land (sq. km),AG.LND.AGRI.K2,296119.07
Morocco,MAR,2018,Agricultural land (sq. km),AG.LND.AGRI.K2,305258.072
Morocco,MAR,2017,Agricultural land (sq. km),AG.LND.AGRI.K2,310465.482
Morocco,MAR,2016,Agricultural land (sq. km),AG.LND.AGRI.K2,308750
Morocco,MAR,2015,Agricultural land (sq. km),AG.LND.AGRI.K2,300470
Morocco,MAR,2014,Agricultural land (sq. km),AG.LND.AGRI.K2,300825
Morocco,MAR,2013,Agricultural land (sq. km),AG.LND.AGRI.K2,305850
Morocco,MAR,2012,Agricultural land (sq. km),AG.LND.AGRI.K2,304030
Morocco,MAR,2011,Agricultural land (sq. km),AG.LND.AGRI.K2,301038
Morocco,MAR,2010,Agricultural land (sq. km),AG.LND.AGRI.K2,299883
Morocco,MAR,2009,Agricultural land (sq. km),AG.LND.AGRI.K2,300026
Morocco,MAR,2008,Agricultural land (sq. km),AG.LND.AGRI.K2,299810
Morocco,MAR,2007,Agricultural land (sq. km),AG.LND.AGRI.K2,299600
Morocco,MAR,2006,Agricultural land (sq. km),AG.LND.AGRI.K2,299460
Morocco,MAR,2005,Agricultural land (sq. km),AG.LND.AGRI.K2,299890
Morocco,MAR,2004,Agricultural land (sq. km),AG.LND.AGRI.K2,300410
Morocco,MAR,2003,Agricultural land (sq. km),AG.LND.AGRI.K2,308760
Morocco,MAR,2002,Agricultural land (sq. km),AG.LND.AGRI.K2,302830
Morocco,MAR,2001,Agricultural land (sq. km),AG.LND.AGRI.K2,303700
Morocco,MAR,2000,Agricultural land (sq. km),AG.LND.AGRI.K2,306520
Morocco,MAR,1999,Agricultural land (sq. km),AG.LND.AGRI.K2,306930
Morocco,MAR,1998,Agricultural land (sq. km),AG.LND.AGRI.K2,309760
Morocco,MAR,1997,Agricultural land (sq. km),AG.LND.AGRI.K2,308950
Morocco,MAR,1996,Agricultural land (sq. km),AG.LND.AGRI.K2,309660
Morocco,MAR,1995,Agricultural land (sq. km),AG.LND.AGRI.K2,307490
Morocco,MAR,1994,Agricultural land (sq. km),AG.LND.AGRI.K2,309640
Morocco,MAR,1993,Agricultural land (sq. km),AG.LND.AGRI.K2,307110
Morocco,MAR,1992,Agricultural land (sq. km),AG.LND.AGRI.K2,306160
Morocco,MAR,1991,Agricultural land (sq. km),AG.LND.AGRI.K2,303550
Morocco,MAR,1990,Agricultural land (sq. km),AG.LND.AGRI.K2,303430
Morocco,MAR,1989,Agricultural land (sq. km),AG.LND.AGRI.K2,300640
Morocco,MAR,1988,Agricultural land (sq. km),AG.LND.AGRI.K2,297440
Morocco,MAR,1987,Agricultural land (sq. km),AG.LND.AGRI.K2,296660
Morocco,MAR,1986,Agricultural land (sq. km),AG.LND.AGRI.K2,294970
Morocco,MAR,1985,Agricultural land (sq. km),AG.LND.AGRI.K2,293980
Morocco,MAR,1984,Agricultural land (sq. km),AG.LND.AGRI.K2,293840
Morocco,MAR,1983,Agricultural land (sq. km),AG.LND.AGRI.K2,292730
Morocco,MAR,1982,Agricultural land (sq. km),AG.LND.AGRI.K2,291770
Morocco,MAR,1981,Agricultural land (sq. km),AG.LND.AGRI.K2,290900
Morocco,MAR,1980,Agricultural land (sq. km),AG.LND.AGRI.K2,289300
Morocco,MAR,1979,Agricultural land (sq. km),AG.LND.AGRI.K2,280040
Morocco,MAR,1978,Agricultural land (sq. km),AG.LND.AGRI.K2,279180
Morocco,MAR,1977,Agricultural land (sq. km),AG.LND.AGRI.K2,275000
Morocco,MAR,1976,Agricultural land (sq. km),AG.LND.AGRI.K2,271500
Morocco,MAR,1975,Agricultural land (sq. km),AG.LND.AGRI.K2,269170
Morocco,MAR,1974,Agricultural land (sq. km),AG.LND.AGRI.K2,266300
Morocco,MAR,1973,Agricultural land (sq. km),AG.LND.AGRI.K2,264250
Morocco,MAR,1972,Agricultural land (sq. km),AG.LND.AGRI.K2,261700
Morocco,MAR,1971,Agricultural land (sq. km),AG.LND.AGRI.K2,259330
Morocco,MAR,1970,Agricultural land (sq. km),AG.LND.AGRI.K2,257050
Morocco,MAR,1969,Agricultural land (sq. km),AG.LND.AGRI.K2,254290
Morocco,MAR,1968,Agricultural land (sq. km),AG.LND.AGRI.K2,252380
Morocco,MAR,1967,Agricultural land (sq. km),AG.LND.AGRI.K2,249380
Morocco,MAR,1966,Agricultural land (sq. km),AG.LND.AGRI.K2,247380
Morocco,MAR,1965,Agricultural land (sq. km),AG.LND.AGRI.K2,244200
Morocco,MAR,1964,Agricultural land (sq. km),AG.LND.AGRI.K2,241100
Morocco,MAR,1963,Agricultural land (sq. km),AG.LND.AGRI.K2,238500
Morocco,MAR,1962,Agricultural land (sq. km),AG.LND.AGRI.K2,235800
Morocco,MAR,1961,Agricultural land (sq. km),AG.LND.AGRI.K2,233700
Morocco,MAR,2020,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.07528568
Morocco,MAR,2019,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.34978042
Morocco,MAR,2018,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.39750661
Morocco,MAR,2017,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.56430249
Morocco,MAR,2016,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.17992382
Morocco,MAR,2015,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.3246695
Morocco,MAR,2014,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.40421241
Morocco,MAR,2013,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.53013668
Morocco,MAR,2012,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.12233923
Morocco,MAR,2011,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.45193816
Morocco,MAR,2010,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.19314363
Morocco,MAR,2009,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.22518485
Morocco,MAR,2008,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.17678691
Morocco,MAR,2007,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.12973336
Morocco,MAR,2006,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.09836433
Morocco,MAR,2005,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.19471208
Morocco,MAR,2004,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.31122563
Morocco,MAR,2003,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.18216446
Morocco,MAR,2002,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.8534618
Morocco,MAR,2001,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.04839794
Morocco,MAR,2000,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.68025991
Morocco,MAR,1999,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.77212637
Morocco,MAR,1998,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.40622899
Morocco,MAR,1997,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.22473672
Morocco,MAR,1996,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.38382254
Morocco,MAR,1995,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.89760251
Morocco,MAR,1994,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.37934125
Morocco,MAR,1993,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.81245799
Morocco,MAR,1992,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.59959668
Morocco,MAR,1991,Agricultural land (% of land area),AG.LND.AGRI.ZS,68.01478826
Morocco,MAR,1990,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.98790052
Morocco,MAR,1989,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.36276048
Morocco,MAR,1988,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.64575398
Morocco,MAR,1987,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.47098364
Morocco,MAR,1986,Agricultural land (% of land area),AG.LND.AGRI.ZS,66.09231459
Morocco,MAR,1985,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.8704907
Morocco,MAR,1984,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.83912167
Morocco,MAR,1983,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.59041004
Morocco,MAR,1982,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.37530809
Morocco,MAR,1981,Agricultural land (% of land area),AG.LND.AGRI.ZS,65.18037195
Morocco,MAR,1980,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.8218687
Morocco,MAR,1979,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.74703114
Morocco,MAR,1978,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.55433565
Morocco,MAR,1977,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.61774591
Morocco,MAR,1976,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.83352005
Morocco,MAR,1975,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.3114497
Morocco,MAR,1974,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.66838449
Morocco,MAR,1973,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.20905221
Morocco,MAR,1972,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.63243267
Morocco,MAR,1971,Agricultural land (% of land area),AG.LND.AGRI.ZS,58.10144733
Morocco,MAR,1970,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.59062598
Morocco,MAR,1969,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.9722633
Morocco,MAR,1968,Agricultural land (% of land area),AG.LND.AGRI.ZS,56.5443384
Morocco,MAR,1967,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.87220505
Morocco,MAR,1966,Agricultural land (% of land area),AG.LND.AGRI.ZS,55.42411614
Morocco,MAR,1965,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.71165479
Morocco,MAR,1964,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.017117
Morocco,MAR,1963,Agricultural land (% of land area),AG.LND.AGRI.ZS,53.43460142
Morocco,MAR,1962,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.82968141
Morocco,MAR,1961,Agricultural land (% of land area),AG.LND.AGRI.ZS,52.35918806
Morocco,MAR,2020,Arable land (% of land area),AG.LND.ARBL.ZS,17.13869594
Morocco,MAR,2019,Arable land (% of land area),AG.LND.ARBL.ZS,15.4581313
Morocco,MAR,2018,Arable land (% of land area),AG.LND.ARBL.ZS,17.59393054
Morocco,MAR,2017,Arable land (% of land area),AG.LND.ARBL.ZS,18.86345328
Morocco,MAR,2016,Arable land (% of land area),AG.LND.ARBL.ZS,18.42034506
Morocco,MAR,2015,Arable land (% of land area),AG.LND.ARBL.ZS,16.79879005
Morocco,MAR,2014,Arable land (% of land area),AG.LND.ARBL.ZS,17.03136903
Morocco,MAR,2013,Arable land (% of land area),AG.LND.ARBL.ZS,18.21196505
Morocco,MAR,2012,Arable land (% of land area),AG.LND.ARBL.ZS,18.03047278
Morocco,MAR,2011,Arable land (% of land area),AG.LND.ARBL.ZS,17.48554784
Morocco,MAR,2010,Arable land (% of land area),AG.LND.ARBL.ZS,17.31861976
Morocco,MAR,2009,Arable land (% of land area),AG.LND.ARBL.ZS,18.013892
Morocco,MAR,2008,Arable land (% of land area),AG.LND.ARBL.ZS,18.041676
Morocco,MAR,2007,Arable land (% of land area),AG.LND.ARBL.ZS,18.07080439
Morocco,MAR,2006,Arable land (% of land area),AG.LND.ARBL.ZS,18.06856375
Morocco,MAR,2005,Arable land (% of land area),AG.LND.ARBL.ZS,18.19852117
Morocco,MAR,2004,Arable land (% of land area),AG.LND.ARBL.ZS,18.39569796
Morocco,MAR,2003,Arable land (% of land area),AG.LND.ARBL.ZS,20.28904324
Morocco,MAR,2002,Arable land (% of land area),AG.LND.ARBL.ZS,18.82590186
Morocco,MAR,2001,Arable land (% of land area),AG.LND.ARBL.ZS,19.01859736
Morocco,MAR,2000,Arable land (% of land area),AG.LND.ARBL.ZS,19.6437374
Morocco,MAR,1999,Arable land (% of land area),AG.LND.ARBL.ZS,19.75801031
Morocco,MAR,1998,Arable land (% of land area),AG.LND.ARBL.ZS,20.23974905
Morocco,MAR,1997,Arable land (% of land area),AG.LND.ARBL.ZS,20.12099485
Morocco,MAR,1996,Arable land (% of land area),AG.LND.ARBL.ZS,20.3809097
Morocco,MAR,1995,Arable land (% of land area),AG.LND.ARBL.ZS,19.98879677
Morocco,MAR,1994,Arable land (% of land area),AG.LND.ARBL.ZS,20.44364777
Morocco,MAR,1993,Arable land (% of land area),AG.LND.ARBL.ZS,20.16356711
Morocco,MAR,1992,Arable land (% of land area),AG.LND.ARBL.ZS,20.01792516
Morocco,MAR,1991,Arable land (% of land area),AG.LND.ARBL.ZS,19.53170513
Morocco,MAR,1990,Arable land (% of land area),AG.LND.ARBL.ZS,19.50929868
Morocco,MAR,1989,Arable land (% of land area),AG.LND.ARBL.ZS,18.94913735
Morocco,MAR,1988,Arable land (% of land area),AG.LND.ARBL.ZS,18.31503473
Morocco,MAR,1987,Arable land (% of land area),AG.LND.ARBL.ZS,18.29710957
Morocco,MAR,1986,Arable land (% of land area),AG.LND.ARBL.ZS,17.8288147
Morocco,MAR,1985,Arable land (% of land area),AG.LND.ARBL.ZS,17.65180372
Morocco,MAR,1984,Arable land (% of land area),AG.LND.ARBL.ZS,17.55321533
Morocco,MAR,1983,Arable land (% of land area),AG.LND.ARBL.ZS,17.52856823
Morocco,MAR,1982,Arable land (% of land area),AG.LND.ARBL.ZS,17.40309209
Morocco,MAR,1981,Arable land (% of land area),AG.LND.ARBL.ZS,17.2305624
Morocco,MAR,1980,Arable land (% of land area),AG.LND.ARBL.ZS,16.87205915
Morocco,MAR,1979,Arable land (% of land area),AG.LND.ARBL.ZS,16.81380238
Morocco,MAR,1978,Arable land (% of land area),AG.LND.ARBL.ZS,17.15886175
Morocco,MAR,1977,Arable land (% of land area),AG.LND.ARBL.ZS,16.69280753
Morocco,MAR,1976,Arable land (% of land area),AG.LND.ARBL.ZS,16.39032041
Morocco,MAR,1975,Arable land (% of land area),AG.LND.ARBL.ZS,16.34102622
Morocco,MAR,1974,Arable land (% of land area),AG.LND.ARBL.ZS,16.1326462
Morocco,MAR,1973,Arable land (% of land area),AG.LND.ARBL.ZS,16.12144298
Morocco,MAR,1972,Arable land (% of land area),AG.LND.ARBL.ZS,15.97660976
Morocco,MAR,1971,Arable land (% of land area),AG.LND.ARBL.ZS,15.91611776
Morocco,MAR,1970,Arable land (% of land area),AG.LND.ARBL.ZS,15.85338531
Morocco,MAR,1969,Arable land (% of land area),AG.LND.ARBL.ZS,15.68311153
Morocco,MAR,1968,Arable land (% of land area),AG.LND.ARBL.ZS,15.68311153
Morocco,MAR,1967,Arable land (% of land area),AG.LND.ARBL.ZS,15.45906708
Morocco,MAR,1966,Arable land (% of land area),AG.LND.ARBL.ZS,15.45906708
Morocco,MAR,1965,Arable land (% of land area),AG.LND.ARBL.ZS,15.23502263
Morocco,MAR,1964,Arable land (% of land area),AG.LND.ARBL.ZS,15.01097818
Morocco,MAR,1963,Arable land (% of land area),AG.LND.ARBL.ZS,14.89895595
Morocco,MAR,1962,Arable land (% of land area),AG.LND.ARBL.ZS,14.76452928
Morocco,MAR,1961,Arable land (% of land area),AG.LND.ARBL.ZS,14.76452928
Morocco,MAR,2015,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,738.7000649
Morocco,MAR,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,762.5668151
Morocco,MAR,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,780.7875559
Morocco,MAR,2015,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.178370873
Morocco,MAR,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.184133879
Morocco,MAR,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,0.188533566
Morocco,MAR,2015,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,156.3325141
Morocco,MAR,2000,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,132.4657639
Morocco,MAR,1990,Urban land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.UR.K2,114.2450231
Morocco,MAR,2015,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.037748971
Morocco,MAR,2000,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.031985964
Morocco,MAR,1990,Urban land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.UR.ZS,0.027586277
Morocco,MAR,2015,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.216119843
Morocco,MAR,2000,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.216119843
Morocco,MAR,1990,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,0.216119843
Morocco,MAR,2020,Forest area (sq. km),AG.LND.FRST.K2,57424.9
Morocco,MAR,2019,Forest area (sq. km),AG.LND.FRST.K2,57320.9
Morocco,MAR,2018,Forest area (sq. km),AG.LND.FRST.K2,57215.9
Morocco,MAR,2017,Forest area (sq. km),AG.LND.FRST.K2,57115.9
Morocco,MAR,2016,Forest area (sq. km),AG.LND.FRST.K2,56997.9
Morocco,MAR,2015,Forest area (sq. km),AG.LND.FRST.K2,56846.9
Morocco,MAR,2014,Forest area (sq. km),AG.LND.FRST.K2,56826.66
Morocco,MAR,2013,Forest area (sq. km),AG.LND.FRST.K2,56806.42
Morocco,MAR,2012,Forest area (sq. km),AG.LND.FRST.K2,56786.18
Morocco,MAR,2011,Forest area (sq. km),AG.LND.FRST.K2,56765.94
Morocco,MAR,2010,Forest area (sq. km),AG.LND.FRST.K2,56745.7
Morocco,MAR,2009,Forest area (sq. km),AG.LND.FRST.K2,56577.67
Morocco,MAR,2008,Forest area (sq. km),AG.LND.FRST.K2,56409.64
Morocco,MAR,2007,Forest area (sq. km),AG.LND.FRST.K2,56241.61
Morocco,MAR,2006,Forest area (sq. km),AG.LND.FRST.K2,56073.58
Morocco,MAR,2005,Forest area (sq. km),AG.LND.FRST.K2,55905.55
Morocco,MAR,2004,Forest area (sq. km),AG.LND.FRST.K2,55737.52
Morocco,MAR,2003,Forest area (sq. km),AG.LND.FRST.K2,55569.49
Morocco,MAR,2002,Forest area (sq. km),AG.LND.FRST.K2,55401.46
Morocco,MAR,2001,Forest area (sq. km),AG.LND.FRST.K2,55233.43
Morocco,MAR,2000,Forest area (sq. km),AG.LND.FRST.K2,55065.4
Morocco,MAR,1999,Forest area (sq. km),AG.LND.FRST.K2,55044.15
Morocco,MAR,1998,Forest area (sq. km),AG.LND.FRST.K2,55022.9
Morocco,MAR,1997,Forest area (sq. km),AG.LND.FRST.K2,55001.65
Morocco,MAR,1996,Forest area (sq. km),AG.LND.FRST.K2,54980.4
Morocco,MAR,1995,Forest area (sq. km),AG.LND.FRST.K2,54959.15
Morocco,MAR,1994,Forest area (sq. km),AG.LND.FRST.K2,54937.9
Morocco,MAR,1993,Forest area (sq. km),AG.LND.FRST.K2,54916.65
Morocco,MAR,1992,Forest area (sq. km),AG.LND.FRST.K2,54895.4
Morocco,MAR,1991,Forest area (sq. km),AG.LND.FRST.K2,54874.15
Morocco,MAR,1990,Forest area (sq. km),AG.LND.FRST.K2,54852.9
Morocco,MAR,2020,Forest area (% of land area),AG.LND.FRST.ZS,12.86688326
Morocco,MAR,2019,Forest area (% of land area),AG.LND.FRST.ZS,12.84358055
Morocco,MAR,2018,Forest area (% of land area),AG.LND.FRST.ZS,12.82005378
Morocco,MAR,2017,Forest area (% of land area),AG.LND.FRST.ZS,12.79764732
Morocco,MAR,2016,Forest area (% of land area),AG.LND.FRST.ZS,12.77120771
Morocco,MAR,2015,Forest area (% of land area),AG.LND.FRST.ZS,12.73737396
Morocco,MAR,2014,Forest area (% of land area),AG.LND.FRST.ZS,12.7328389
Morocco,MAR,2013,Forest area (% of land area),AG.LND.FRST.ZS,12.72830383
Morocco,MAR,2012,Forest area (% of land area),AG.LND.FRST.ZS,12.72376877
Morocco,MAR,2011,Forest area (% of land area),AG.LND.FRST.ZS,12.7192337
Morocco,MAR,2010,Forest area (% of land area),AG.LND.FRST.ZS,12.71469863
Morocco,MAR,2009,Forest area (% of land area),AG.LND.FRST.ZS,12.67704907
Morocco,MAR,2008,Forest area (% of land area),AG.LND.FRST.ZS,12.63939951
Morocco,MAR,2007,Forest area (% of land area),AG.LND.FRST.ZS,12.60174994
Morocco,MAR,2006,Forest area (% of land area),AG.LND.FRST.ZS,12.56410038
Morocco,MAR,2005,Forest area (% of land area),AG.LND.FRST.ZS,12.52645082
Morocco,MAR,2004,Forest area (% of land area),AG.LND.FRST.ZS,12.48880125
Morocco,MAR,2003,Forest area (% of land area),AG.LND.FRST.ZS,12.45115169
Morocco,MAR,2002,Forest area (% of land area),AG.LND.FRST.ZS,12.41350213
Morocco,MAR,2001,Forest area (% of land area),AG.LND.FRST.ZS,12.37585257
Morocco,MAR,2000,Forest area (% of land area),AG.LND.FRST.ZS,12.338203
Morocco,MAR,1999,Forest area (% of land area),AG.LND.FRST.ZS,12.33344163
Morocco,MAR,1998,Forest area (% of land area),AG.LND.FRST.ZS,12.32868026
Morocco,MAR,1997,Forest area (% of land area),AG.LND.FRST.ZS,12.32391889
Morocco,MAR,1996,Forest area (% of land area),AG.LND.FRST.ZS,12.31915752
Morocco,MAR,1995,Forest area (% of land area),AG.LND.FRST.ZS,12.31439615
Morocco,MAR,1994,Forest area (% of land area),AG.LND.FRST.ZS,12.30963477
Morocco,MAR,1993,Forest area (% of land area),AG.LND.FRST.ZS,12.3048734
Morocco,MAR,1992,Forest area (% of land area),AG.LND.FRST.ZS,12.30011203
Morocco,MAR,1991,Forest area (% of land area),AG.LND.FRST.ZS,12.29535066
Morocco,MAR,1990,Forest area (% of land area),AG.LND.FRST.ZS,12.29058929
Morocco,MAR,2019,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.95875166
Morocco,MAR,2018,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.586093068
Morocco,MAR,2017,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.709169305
Morocco,MAR,2016,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,5.416356275
Morocco,MAR,2011,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.605730838
Morocco,MAR,2010,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.548107095
Morocco,MAR,2009,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.567937445
Morocco,MAR,2008,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.392782095
Morocco,MAR,2007,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.08611482
Morocco,MAR,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,3.879983971
Morocco,MAR,2005,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.304911801
Morocco,MAR,2004,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,4.297460138
Morocco,MAR,2020,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2019,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2018,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2017,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2016,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2015,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2013,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2011,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2010,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2009,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2008,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2006,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2005,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2004,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2003,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2001,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,2000,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1999,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1998,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1996,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1995,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1994,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1993,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1991,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1990,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1989,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1988,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1986,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1985,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1984,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1983,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1981,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1980,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1979,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1978,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1976,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1975,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1974,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1973,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
Morocco,MAR,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,346
